"","ID","title","description","streetaddress","type","amenityfeatures","city","state","Year","lat","lon","categories","cruisy"
"128921","4212","Bank, The","505-5033 call for events","225 E. Houston St.","Bars","(MW),(D)","New York City","NY",1993,40.7220726,-73.9866354,"Bars","FALSE"
"128931","4213","Bar, The","674-9714 1pm-4am","68 2nd Ave.","Bars","(NH)","New York City","NY",1993,40.7259843,-73.9893836,"Bars","FALSE"
"128941","4214","Barbary Coast","675-0385 8am-4am","64 7th Ave.","Bars","(NH)","New York City","NY",1993,40.7388673,-73.9997225,"Bars","FALSE"
"128951","4215","Boots & Saddle","929-9684 8am-4am","76 Christopher St.","Bars","(L),(LV)","New York City","NY",1993,40.7334603,-74.0034034,"Bars","FALSE"
"128961","4216","Boy Bar","674-7959 Th & Sun 10pm-4am","15 St. Marks Place","Bars","","New York City","NY",1993,40.729312,-73.9888568,"Bars","FALSE"
"128971","4218","Characters","929-9558 8am-4am","515 6th Ave.","Bars","(MX),(NH)","New York City","NY",1993,40.7370338,-73.9973617,"Bars","FALSE"
"128981","4221","Crow Bar","420-0670 7pm-3am","339 E. 10th St.","Bars","(MW),(S)","New York City","NY",1993,40.7270957,-73.9802136,"Bars","FALSE"
"128991","4222","Dugout, The","242-9113 noon-2am, sports bar, Sun brunch","185 Christopher St.","Bars","(NH)","New York City","NY",1993,40.7326534,-74.0096996,"Bars","FALSE"
"129001","4223","Duplex","255-5438 4pm-4am, piano bar & cabaret","61 Christopher St.","Bars","(*),(MX),(E)","New York City","NY",1993,40.7337976,-74.0024825,"Bars","FALSE"
"129011","4225","Eighty Eights","924-0088 4pm-4am, piano bar & cabaret, Sun brunch","228 W. 10th St.","Bars","(MX),(E)","New York City","NY",1993,40.7337081,-74.0051144,"Bars","FALSE"
"129021","4226","Julius'","929-9672 8am-4am","159 W. 10th St.","Bars","(F),(NH)","New York City","NY",1993,40.7345329,-74.0017116,"Bars","FALSE"
"129031","4227","Keller's","243-1907 1pm-4am","384 West St.","Bars","(B),(NH)","New York City","NY",1993,40.732003,-74.0102763,"Bars","FALSE"
"129041","4228","Kelly's Village West","929-9322 noon-4am","46 Bedford St.","Bars","(MW),(E)","New York City","NY",1993,40.730584,-74.0041563,"Bars","FALSE"
"129051","4230","Monster, The","924-3557 4pm-4am, disco & piano bar","80 Grove St.","Bars","(*),(D),(E)","New York City","NY",1993,40.7333573,-74.0023353,"Bars","FALSE"
"129061","4231","Ninth Circle","243-9204 4pm-4am","139 W. 10th St.","Bars","(*),(NH),(YC)","New York City","NY",1993,40.7347958,-74.0007993,"Bars","FALSE"
"129071","4232","One Potato","691-6260 noon-4am","518 Hudson St.","Bars","(*),(MX),(F)","New York City","NY",1993,40.7336903,-74.0060784,"Bars","FALSE"
"129081","4233","Pyramid","420-1590","101 Ave. A (7th)","Bars","(*),(D),(E)","New York City","NY",1993,40.7258559,-73.9840245,"Bars","FALSE"
"129091","4235","Reeds","675-7333 3pm-4am","8 Christopher St.","Bars","(NH),(V)","New York City","NY",1993,40.7338418,-74.0001048,"Bars","FALSE"
"129101","4236","Roxy","645-5156 gay Tues & Sat","515 W. 18th St.","Bars","(MW),(D),(AH)","New York City","NY",1993,40.7451142,-74.0071324,"Bars","FALSE"
"129111","4238","Sneakers","242-9830 noon-4am","392 West St.","Bars","(MX),(NH)","New York City","NY",1993,40.7328957,-74.010064,"Bars","FALSE"
"129121","4239","Sound Factory","206-7770/7773 10pm-4am Wed-Sun, more gay Fri & Sat","12 W. 21st.","Bars","(MX),(D),(V)","New York City","NY",1993,40.7404649,-73.9916803,"Bars","FALSE"
"129131","4240","Spike Bar","243-9688","120 11th Ave.","Bars","(*),(L),(LV)","New York City","NY",1993,40.7469353,-74.007581,"Bars","FALSE"
"129141","4241","Splash","691-0073 4pm-4am","50 West 17th St.","Bars","(*),(V),(S)","New York City","NY",1993,40.7387496,-73.9947456,"Bars","FALSE"
"129151","4242","Stonewall Inn","463-0950","53 Christopher St.","Bars","","New York City","NY",1993,40.7338644,-74.0021707,"Bars","FALSE"
"129161","4243","Tracks","627-2333 Tues & Fri","531 W. 19th St. (10th)","Bars","","New York City","NY",1993,40.7459328,-74.0073619,"Bars","FALSE"
"129171","4244","Tunnel Bar","777-9232 2pm-4am, cruisy","116 1st Ave.","Bars,Cruisy Areas","(*),(NH),(YC)","New York City","NY",1993,40.796004,-73.935408,"Bars","TRUE"
"129181","4245","Two Potato","255-0286 noon-4am","143 Christopher St.","Bars","(B),(NH)","New York City","NY",1993,40.73297,-74.007696,"Bars","FALSE"
"129191","4246","Ty's","741-9641 1pm-4am","114 Christopher St.","Bars","(*),(L),(LV)","New York City","NY",1993,40.7330387,-74.0052985,"Bars","FALSE"
"129201","4247","Uncle Charlie's","255-8787 3pm-3am, very preppie","56 Greenwich Ave.","Bars","(*),(V),(YC)","New York City","NY",1993,40.7359015,-74.0004721,"Bars","FALSE"
"129211","4248","Wonder Bar","777-9150 8pm-4am","505 E. 6th St. St. (Ave. A)","Bars","(MW),(NH),(V)","New York City","NY",1993,40.7253705,-73.9833932,"Bars","FALSE"
"129221","4249","Black Sheep","242-1010 fine dining w/nostalgic country cooking","344 W. 11th St.","Restaurants & Cafes","(*)","New York City","NY",1993,40.7354249,-74.0082356,"Restaurants","FALSE"
"129231","4250","C.J. Blanda's","206-7880 Italian cuisine","207 7th Ave.","Restaurants & Cafes","(*)","New York City","NY",1993,40.743234,-73.995951,"Restaurants","FALSE"
"129241","4251","Christopher's","255-1660","115 Christopher St.","Restaurants & Cafes","","New York City","NY",1993,40.7334062,-74.0054357,"Restaurants","FALSE"
"129251","4252","Empire Diner","243-2736 24hrs","210 10th Ave.","Restaurants & Cafes","(MX)","New York City","NY",1993,40.7471225,-74.0043899,"Restaurants","FALSE"
"129261","4253","Fedora's","242-9691 clsd Tues","239 W. 4th St.","Restaurants & Cafes","(MX)","New York City","NY",1993,40.734537,-74.0029004,"Restaurants","FALSE"
"129271","4255","Jerry 103","77-4120 New American menu, open late","103 Second Ave. (6th)","Restaurants & Cafes","(*)","New York City","NY",1993,40.727587,-73.9886731,"Restaurants","FALSE"
"129281","4256","Nightbird","254-4747 2pm-5am","92 Second Ave.","Restaurants & Cafes","(MX)","New York City","NY",1993,40.7269233,-73.9885382,"Restaurants","FALSE"
"129291","4257","Pennyfeathers","242-9567","95 7th Ave. S.","Restaurants & Cafes","(MX)","New York City","NY",1993,40.7329926,-74.0029149,"Restaurants","FALSE"
"129301","4258","Sazerac House Bar & Grill","989-0313 noon-midnight","533 Hudson","Restaurants & Cafes","","New York City","NY",1993,40.8896865,-73.9093988,"Restaurants","FALSE"
"129311","4259","Chelsea Gym","255-1150","267 W. 17th St.","Gyms/Health Clubs","","New York City","NY",1993,40.7415815,-74.0006643,"Gyms","FALSE"
"129321","4260","Wall Street Sauna","233-8900 11am-8pm, noon-6pm Sat, clsd Sun","1 Maiden Ln. (11th flr.)","Gyms/Health Clubs","(*)","New York City","NY",1993,40.7098301,-74.0096846,"Gyms","FALSE"
"129331","4261","A Different Light","989-4850 gay/lesbian, 11am-11pm","548 Hudson St.","Bookstores/Retail Shops","","New York City","NY",1993,40.7349922,-74.0058442,"Businesses","FALSE"
"129341","4262","All America Boy","242-0078","131 Christopher St.","Bookstores/Retail Shops","","New York City","NY",1993,40.7331377,-74.0067112,"Businesses","FALSE"
"129351","4263","Alternate Card & Gift Shop","645-8966","85 Christopher St.","Bookstores/Retail Shops","","New York City","NY",1993,40.7336419,-74.0038693,"Businesses","FALSE"
"129361","4264","Ganymede Gallery","255-6755 noon-6pm Th-Sun, fine art of the male form","220 W. Houston St.","Bookstores/Retail Shops","(*)","New York City","NY",1993,40.7287585,-74.004558,"Businesses","FALSE"
"129371","4266","Oscar Wilde Memorial Bookshop","255-8097 gay/lesbian, noon-7:30pm","15 Christopher St.","Bookstores/Retail Shops","","New York City","NY",1993,40.7342158,-74.0005639,"Businesses","FALSE"
"129381","4267","Three Lives Book Store","741-2069, 1pm-8pm","154 W. 10th St.","Bookstores/Retail Shops","","New York City","NY",1993,40.734387,-74.0015401,"Businesses","FALSE"
"129391","4268","Wendell's Cards & Books","675-0877 7am-11pm","302 W. 12th St.","Bookstores/Retail Shops","","New York City","NY",1993,40.7377416,-74.0048363,"Businesses","FALSE"
"129401","4269","Cellblock 28","733-3144 call for info","28 9th Ave.","Men's Services","","New York City","NY",1993,40.7396535,-74.0058966,"Businesses","FALSE"
"129411","4270","J's Hangout","242-9292 midnight-8am","675 Hudson St.","Men's Services","(AH)","New York City","NY",1993,40.7404411,-74.0054362,"Businesses","FALSE"
"129421","4273","Zone DK","463-8599 Th, Fri & Sun","540 W. 21st","Men's Services","","New York City","NY",1993,40.7470399,-74.007014,"Businesses","FALSE"
"129431","4274","Sailing Affairs","228-5755","4040 E. 11th St.","Travel/Tour Operators","(IGTA)","New York City","NY",1993,40.7293824,-73.9840037,"Businesses","FALSE"
"129441","4275","Congregation Beth Simchat Torah","929-9498, 8:30pm Fri","57 Bethune St.","Religious Institutions","","New York City","NY",1993,40.7365597,-74.0087048,"Religious Institutions","FALSE"
"129451","4277","Integrity NYC","(St. Luke Church) (718)720-3054, 7:30pm Th","487 Hudson St.","Religious Institutions","","New York City","NY",1993,40.7325862,-74.0067038,"Religious Institutions","FALSE"
"129461","4279","Christopher St. Book Shop","463-0657, 24hrs","500 Hudson St.","Erotica","","New York City","NY",1993,40.73299,-74.006136,"Businesses","FALSE"
"129471","4281","Gay Treasures","255-5756","546 Hudson St.","Erotica","","New York City","NY",1993,40.7348629,-74.0058778,"Businesses","FALSE"
"129481","4282","Leather Man","243-5339","111 Christopher St.","Erotica","","New York City","NY",1993,40.7334188,-74.0052521,"Businesses","FALSE"
"129491","4283","Noose","807-1789, clsd Mon","261 W. 19th St.","Erotica","","New York City","NY",1993,40.7427574,-73.9995619,"Businesses","FALSE"
"129501","4284","Pleasure Chest","242-2158","156 7th Ave. S.","Erotica","","New York City","NY",1993,40.7353073,-74.0020669,"Businesses","FALSE"
"129511","4289","Ballroom","244-3005 noon-1am, cabaret, clsd Sun & Mon","253 W. 28th St.","Bars","(*),(MX),(F),(E)","New York City","NY",1993,40.7483531,-73.9955377,"Bars","FALSE"
"129521","4290","Cleo's Saloon","307-1503 8am-4am","656 9th Ave.","Bars","(MW),(NH)","New York City","NY",1993,40.7607576,-73.9906454,"Bars","FALSE"
"129531","4291","Don't Tell Mama","757-0788 4pm-4am, cabaret, aka 'chez mammy'","343 W. 46th St.","Bars","(*),(MX),(E),(YC)","New York City","NY",1993,40.7606004,-73.9895076,"Bars","FALSE"
"129541","4292","G.H. Club","223-9752 4pm-1am, til 2am Fri & Sat, piano bar","353 E. 53rd St.","Bars","(P),(OC),(E)","New York City","NY",1993,40.7560503,-73.9651293,"Bars","FALSE"
"129551","4293","La Fleur's","502-5937 8am-4am","360 W. 42nd","Bars","(D),(E),(S)","New York City","NY",1993,40.7580832,-73.9923878,"Bars","FALSE"
"129561","4294","Rounds","593-0807 noon-3am","303 E. 53rd St.","Bars","(*),(E),(F),(H),(P)","New York City","NY",1993,40.756689,-73.9666665,"Bars","FALSE"
"129571","4296","Star Sapphire","688-4710 4pm-4am, Asian clientele","400 E. 59th St.","Bars","(D),(NH)","New York City","NY",1993,40.7593483,-73.9617192,"Bars","FALSE"
"129581","4297","Trix","582-7879 noon-2am","246 W. 48th St.","Bars","(NH),(LV)","New York City","NY",1993,40.7606953,-73.9866186,"Bars","FALSE"
"129591","4298","Twenty Nine Palms","686-8299 8am-4am","129 Lexington","Bars","(MW),(NH)","New York City","NY",1993,40.7428629,-73.9820215,"Bars","FALSE"
"129601","4299","Cafe Un Deux Trois","354-4148 bistro","123 W. 44th St.","Restaurants & Cafes","(MX)","New York City","NY",1993,40.7567966,-73.9841609,"Restaurants","FALSE"
"129611","4300","Trixie's","582-5480","307 West 47th St.","Restaurants & Cafes","","New York City","NY",1993,40.760829,-73.9878516,"Restaurants","FALSE"
"129621","4301","East Side Club","(6th flr.) 753-2222 24hrs, spa","227 E. 56th St.","Gyms/Health Clubs","(*),(PC)","New York City","NY",1993,40.7593466,-73.9668231,"Gyms","FALSE"
"129631","4302","Islander's Travel","633-8898/(800)TIC-CLUB","530 W. 23rd St.","Travel/Tour Operators","(IGTA)","New York City","NY",1993,40.7480729,-74.005652,"Businesses","FALSE"
"129641","4304","Gaiety Burlesk","221-8868","201 W. 46th St.","Erotica","","New York City","NY",1993,40.7589467,-73.9856766,"Businesses","FALSE"
"129651","4305","Ricky's Place","827-0736","210 W. 42nd St.","Erotica","","New York City","NY",1993,40.7560623,-73.9874294,"Businesses","FALSE"
"129661","4311","New York B&B","666-0559 shared baths","134 W. 119th St.","Accommodations","","New York City","NY",1993,40.8044502,-73.9499311,"Accommodations","FALSE"
"129671","4312","Bike Shop","874-9014 8am-4am","230 W. 75th St.","Bars","(NH)","New York City","NY",1993,40.781064,-73.982005,"Bars","FALSE"
"129681","4313","Brandy's Piano Bar","650-1944 4pm-4am","235 E. 8th St.","Bars","(E)","New York City","NY",1993,40.6444843,-73.9715762,"Bars","FALSE"
"129691","4314","Candle Bar","874-9155 2pm-4am","309 Amsterdam","Bars","(*),(LV)","New York City","NY",1993,40.7801331,-73.9802326,"Bars","FALSE"
"129701","4315","Suzanne Bartsch Party at the Copacabana","755-6061 10pm last Th of month","10 E. 60th St.","Bars","(*),(MX),(D),(E)","New York City","NY",1993,40.7643562,-73.9718949,"Bars","FALSE"
"129711","4316","Townhouse of New York, The","754-4649 4pm-4am, gentlemen's piano bar","236 E. 58th St.","Bars","(*),(P),(E)","New York City","NY",1993,40.7601494,-73.9657564,"Bars","FALSE"
"129721","4317","Works, The","799-7365 2pm-4am, cruise bar & great Sun beer blast","428 Columbus","Bars,Cruisy Areas","(*),(V),(YC)","New York City","NY",1993,40.7127753,-74.0059728,"Bars","TRUE"
"129731","4319","Come Again","308-9394","353 E. 53rd St.","Erotica","","New York City","NY",1993,40.7560503,-73.9651293,"Businesses","FALSE"
"129741","4326","After 5","852-0139","5 Front St.","Bars","","New York City","NY",1993,40.7026903,-73.9931265,"Bars","FALSE"
"129751","4327","Spectrum","238-8213 9:30pm-4am Wed-Sun","802 64th St.","Bars","(*),(MW),(D),(E),(S)","New York City","NY",1993,40.6329685,-74.0118734,"Bars","FALSE"
"129761","4328","Waldo's","624-8747 noon-3am, piano bar","151 Montague St.","Bars","(MX),(E),(F)","New York City","NY",1993,40.6947292,-73.9932604,"Bars","FALSE"
"129771","4329","Community Book Store","783-3075, 10am-9pm, 11am-7pm Sat & Sun","143 7th Ave.","Bookstores/Retail Shops","","New York City","NY",1993,40.7413575,-73.9972704,"Businesses","FALSE"
"129781","4330","J. Bette Travel","241-3872","4712 Ave. 'N' Ste. 279","Travel/Tour Operators","(IGTA)","New York City","NY",1993,40.6186359,-73.9293148,"Businesses","FALSE"
"129791","4337","Breadstix","263-0300 6pm-4am","113-24 Queens Blvd., Forest Hills","Bars","(V),(NH)","New York City","NY",1993,40.71715,-73.8355073,"Bars","FALSE"
"129801","4338","Friends Tavern","397-7256 2pm-4am","78-11 Roosevelt Ave., Jackson Heights","Bars","(NH)","New York City","NY",1993,40.7474855,-73.8871603,"Bars","FALSE"
"129811","4339","Haliquin Bar","Latino","78-11 Roosevelt, Jackson Heights","Bars","(MW),(D),(S)","New York City","NY",1993,40.7474855,-73.8871603,"Bars","FALSE"
"129821","4340","Hatfields","261-8484 9pm-4am","126-10 Queen Blvd., Kew Gardens","Bars","(MW),(D),(S)","New York City","NY",1993,40.7114778,-73.8249751,"Bars","FALSE"
"129831","4341","Love Boat","429-8670 Latino","77-02 Broadway, Elmhurst","Bars","(NH),(S)","New York City","NY",1993,40.7451386,-73.8881686,"Bars","FALSE"
"129841","4342","Magic Touch","429-8605 4pm-4am","73-13 37th Ave., Jackson Heights","Bars","(*),(D),(S)","New York City","NY",1993,40.7491298,-73.8924962,"Bars","FALSE"
"129851","4343","Silver Lining","354-9641 9pm-4am","175 Cherry Ln., Floral Park","Bars","(MW),(D),(V),(YC),(S)","New York City","NY",1993,40.7357093,-73.6974651,"Bars","FALSE"
"129861","4344","Northern Men's Sauna","359-9817","3365 Farrington St., Flushing","Gyms/Health Clubs","","New York City","NY",1993,40.7650061,-73.8316379,"Gyms","FALSE"
"129871","4345","Kennedy Travel/Pride Tours","347-7433/(800)237-7433","267-10 Hillside Ave., Floral Park","Travel/Tour Operators","(IGTA)","New York City","NY",1993,40.7386305,-73.7013845,"Businesses","FALSE"
"129881","4357","132 North Main","324-2246 seasonal","132 N. Main","Accommodations","(MW)","New York City","NY",1993,40.7846429,-73.8363441,"Accommodations","FALSE"
"129891","4361","Bunk House","567-2865 8pm-4am, from 5pm Sun","192 N. Main St., Montauk Hwy., Sayville","Bars","(*),(D),(LV),(S)","New York City","NY",1993,40.738182,-73.0791894,"Bars","FALSE"
"129901","4362","Club 608","661-9580 8pm-4am","608 Sunrise Hwy., W. Babylon","Bars","(NH),(L)","New York City","NY",1993,40.7130292,-73.3487952,"Bars","FALSE"
"129911","4365","Kiss Complex","467-9273 8pm-4am Tues-Sat, from 6pm Sun, bowling alley on site","161 Farmardie, Lake Ronkonkoma","Bars","(MW),(D)","New York City","NY",1993,40.8222074,-73.1223748,"Bars","FALSE"
"129921","4366","Playground","351-1402 call for events","1770 New York Ave., Hunnington","Bars","(MW),(D),(E),(V)","New York City","NY",1993,40.8388116,-73.4116856,"Bars","FALSE"
"129931","4369","Happy Hours Books","665-8385","33 W. Main St., Bayshore","Erotica","","New York City","NY",1993,40.721203,-73.248605,"Businesses","FALSE"
"129941","4370","Heaven Sent Me","435-1177","108 Cain Dr., Brentwood","Erotica","(*),(PC)","New York City","NY",1993,40.8064487,-73.2464498,"Businesses","FALSE"
"129951","4379","Pal Joey's","785-9301, 4pm-4am","2475 Jerusalem Ave., N. Bellmore","Bars","","New York City","NY",1993,40.6911924,-73.5406124,"Bars","FALSE"
"129961","4380","Sand Castles","(718)447-9365 9pm-4am","86 Mills Ave., South Beach","Bars","(*),(MW),(D),(S)","New York City","NY",1993,40.5950865,-74.0677882,"Bars","FALSE"
"129971","4383","Nineteenth St. Book & News","284-2214","641 19th St.","Erotica","","Niagara Falls","NY",1993,43.0946807,-79.0387447,"Businesses","FALSE"
"129981","4384","Candlelight","358-9649 8pm-4am, clsd Mon","327 Rte. 9 W.","Bars","(*),(MW),(D),(S)","Nyack","NY",1993,41.1671808,-73.9357854,"Bars","FALSE"
"129991","4385","Coven Cafe","358-9829 noon-2am, clsd Mon","162 Main St.","Bars","(MX),(E),(F)","Nyack","NY",1993,41.0918697,-73.9227325,"Bars","FALSE"
"130001","4388","Blair's Tavern","561-9071 3pm-2am","30 Marion St.","Bars","(MX),(D)","Plattsburg","NY",1993,44.6979538,-73.4544659,"Bars","FALSE"
"130011","4389","Kelly's News Depot","562-7851, 8am-9pm","340 Cornelia St.","Bookstores/Retail Shops","","Plattsburg","NY",1993,44.6971774,-73.4814605,"Businesses","FALSE"
"130021","4390","Old Homestead, The","939-0758 8am-4am","325 N. Main St.","Bars","(MX),(F)","Portchester","NY",1993,41.0058269,-73.6587947,"Bars","FALSE"
"130031","4392","Congress","486-9068 11:30am-4am, from 8pm Sun","411 Main St.","Bars","(MW),(NH)","Poughkeepsie","NY",1993,41.702157,-73.9229181,"Bars","FALSE"
"130041","4393","Hamilton Book & Video","473-1776","216 Hamilton","Erotica","","Poughkeepsie","NY",1993,41.714553,-73.91944,"Businesses","FALSE"
"130051","4396","Gay Alliance Community Center","244-8640","179 Atlantic Ave.","Info Lines & Services","","Rochester","NY",1993,43.1559713,-77.5797517,"Businesses","FALSE"
"130061","4397","Gay Coffeehouse","(GAGU Lounge) 244-8640, 8pm-midnight Sat","713 Monroe Ave.","Info Lines & Services","","Rochester","NY",1993,43.1436234,-77.5890935,"Businesses","FALSE"
"130071","4399","Anthony's","325-1350/2060 noon-2am","522 Main St. E.","Bars","(MW),(NH)","Rochester","NY",1993,43.1565779,-77.6088465,"Bars","FALSE"
"130081","4400","Avenue Pub","244-4960 4pm-2am","522 Monroe Ave.","Bars","(*),(D),(NH)","Rochester","NY",1993,43.1464217,-77.5930368,"Bars","FALSE"
"130091","4401","Bachelor Forum","271-6930 1pm-2am, from 3pm Sat & Sun","670 University Ave.","Bars","(LV),(L)","Rochester","NY",1993,43.156158,-77.5847323,"Bars","FALSE"
"130101","4402","Forty Union","325-6216 5pm-2am, clsd Mon","40 S. Union St.","Bars","(MW),(E),(F)","Rochester","NY",1993,43.1540026,-77.5975052,"Bars","FALSE"
